58.362747	114.810417	52261
58.362755	114.810425	52266
58.36274	114.810432	53359
58.362751	114.810402	53383
58.362751	114.81041	53409
58.362755	114.810379	53429
58.362751	114.810432	53455
58.362747	114.810432	53482
58.362755	114.810417	53503
58.362755	114.810371	54921
58.362755	114.810394	54944
58.362751	114.810402	54968
58.362732	114.810432	54982
58.362724	114.810509	54986
58.362736	114.810799	54999
58.362759	114.811081	55012
58.362793	114.81131	55024
58.36282	114.811615	55038
58.362839	114.811897	55053
58.362862	114.812195	55067
58.362858	114.812492	55081
58.362904	114.812798	55095
58.362896	114.812912	55105
58.3629	114.812958	55108
58.362926	114.813217	55121
58.36293	114.813301	55125
58.362968	114.813599	55137
58.36298	114.813904	55151
58.362972	114.81398	55155
58.362953	114.814308	55169
58.362869	114.814629	55183
58.362827	114.815002	55197
58.362804	114.815315	55210
58.362782	114.815697	55226
58.362728	114.815987	55242
58.362705	114.815971	55246
58.362617	114.815971	55260
58.362617	114.815971	55280
58.362621	114.815971	55297
58.362621	114.815971	55319
58.362617	114.815979	55341
58.362617	114.815979	55376
58.362583	114.815956	55387
58.362473	114.815887	55400
58.362343	114.815819	55414
58.362309	114.815773	55418
58.362244	114.815735	55427
58.362179	114.815735	55433
58.362122	114.815735	55439
58.362061	114.815575	55452
58.362019	114.815506	55458
58.361931	114.815437	55471
58.361923	114.815437	55472
58.361832	114.815277	55486
58.361771	114.815277	55493
58.361725	114.815315	55504
58.361713	114.815308	55519
58.361706	114.815269	55533
58.361626	114.815178	55546
58.361561	114.815163	55553
58.361523	114.815056	55564
58.361515	114.815048	55565
58.361473	114.814987	55571
58.361378	114.81498	55585
58.361298	114.814972	55598
58.361221	114.814957	55605
58.361134	114.814812	55619
58.36108	114.814735	55626
58.361031	114.814713	55631
58.361004	114.814651	55636
58.360886	114.814651	55649
58.360783	114.814529	55663
58.360733	114.81443	55677
58.360634	114.814362	55691
58.360538	114.814285	55704
58.360477	114.814125	55713
58.360413	114.814087	55720
58.360344	114.814049	55733
58.360237	114.814034	55746
58.360149	114.814034	55759
58.360039	114.813896	55775
58.360023	114.813889	55777
58.359909	114.81385	55792
58.359875	114.813782	55803
58.359818	114.813705	55812
58.359715	114.813713	55824
58.359623	114.81356	55837
58.359573	114.813499	55849
58.359467	114.813385	55861
58.359367	114.813324	55874
58.359245	114.813339	55888
58.35918	114.813324	55902
58.359146	114.813232	55917
58.359123	114.813141	55929
58.359066	114.813118	55938
58.358936	114.813057	55951
58.358887	114.813049	55959
58.358852	114.813011	55972
58.358849	114.812996	55980
58.358749	114.812943	55994
58.358734	114.81282	56007
58.358677	114.812675	56020
58.358582	114.812614	56033
58.358574	114.812614	56034
58.358498	114.81266	56047
58.358463	114.81263	56053
58.358429	114.812569	56067
58.358429	114.812569	56070
58.358372	114.8125	56091
58.358368	114.8125	56092
58.358307	114.812477	56097
58.358227	114.812386	56111
58.358143	114.812355	56123
58.35804	114.81237	56136
58.357979	114.812302	56149
58.357979	114.812286	56165
58.357918	114.812241	56179
58.357872	114.812103	56193
58.357819	114.812088	56200
58.357708	114.811989	56216
58.357651	114.811943	56229
58.357628	114.811943	56242
58.357571	114.81192	56256
58.357533	114.811905	56269
58.357502	114.811821	56282
58.357445	114.811783	56293
58.357395	114.811729	56299
58.3573	114.811646	56311
58.357212	114.811562	56326
58.357143	114.811531	56337
58.357071	114.811409	56348
58.357002	114.811378	56356
58.356853	114.811378	56370
58.356815	114.811203	56383
58.356709	114.811134	56396
58.356709	114.811134	56400
58.356606	114.811073	56408
58.35651	114.811119	56417
58.356468	114.811081	56421
58.356419	114.810844	56432
58.356342	114.810867	56439
58.356277	114.81086	56446
58.356201	114.81086	56456
58.356087	114.810722	56469
58.356033	114.810699	56475
58.355976	114.81057	56488
58.355888	114.81044	56502
58.355846	114.810425	56510
58.35574	114.810349	56523
58.355705	114.810303	56529
58.355675	114.810173	56539
58.355564	114.810165	56552
58.355545	114.810158	56554
58.355499	114.810081	56560
58.355473	114.810081	56563
58.355442	114.810097	56567
58.355331	114.810135	56581
58.355251	114.810036	56593
58.355186	114.809906	56605
58.355106	114.809883	56614
58.355042	114.809792	56627
58.355011	114.809769	56631
58.354919	114.809608	56646
58.354847	114.809547	56654
58.35474	114.809494	56667
58.354679	114.809464	56674
58.354576	114.809357	56687
58.354538	114.809387	56695
58.3545	114.809395	56698
58.35442	114.80928	56710
58.354378	114.80925	56715
58.354343	114.809242	56718
58.354271	114.809196	56730
58.354202	114.809036	56743
58.354156	114.809029	56749
58.35408	114.809044	56761
58.354046	114.808914	56772
58.353973	114.808907	56784
58.35392	114.808975	56794
58.35387	114.80896	56800
58.353832	114.808891	56804
58.353722	114.808731	56818
58.353622	114.808708	56829
58.353497	114.808586	56842
58.353394	114.808479	56853
58.353386	114.808464	56854
58.353344	114.808403	56860
58.353268	114.808365	56870
58.353184	114.808365	56880
58.353081	114.808228	56894
58.353035	114.808144	56905
58.352985	114.808121	56912
58.352921	114.808113	56921
58.352852	114.808105	56933
58.352783	114.807976	56946
58.352776	114.807938	56949
58.352757	114.807846	56955
58.352692	114.807831	56966
58.352673	114.807846	56970
58.352604	114.807716	56984
58.352577	114.807709	56987
58.352451	114.807648	56999
58.352345	114.807663	57011
58.352337	114.807655	57012
58.35228	114.807472	57025
58.352257	114.807457	57027
