58.352135	114.807411	57040
58.35207	114.807335	57053
58.352005	114.807358	57066
58.351925	114.807411	57079
58.351845	114.807327	57091
58.351776	114.807274	57102
58.3517	114.807213	57115
58.351646	114.807114	57125
58.351582	114.807014	57137
58.35157	114.807007	57138
58.351543	114.807007	57141
58.351429	114.806854	57155
58.35136	114.806816	57166
58.351322	114.806801	57171
58.351273	114.806747	57176
58.351204	114.806717	57182
58.35107	114.806709	57195
58.351059	114.806717	57196
58.351009	114.806549	57208
58.350998	114.806503	57211
58.350956	114.806458	57215
58.35088	114.806442	57222
58.350834	114.806419	57226
58.350807	114.806381	57229
58.350712	114.806183	57241
58.350555	114.806122	57255
58.350407	114.806053	57269
58.350399	114.806046	57270
58.350338	114.805969	57278
58.350212	114.805801	57291
58.350128	114.80574	57299
58.350075	114.805717	57304
58.349937	114.805634	57317
58.34988	114.805611	57322
58.349812	114.805496	57330
58.349743	114.805489	57336
58.349728	114.805374	57341
58.349701	114.805336	57344
58.349651	114.805374	57349
58.349586	114.805328	57355
58.349564	114.805321	57357
58.349548	114.805305	57359
58.349476	114.80529	57365
58.349392	114.805275	57372
58.349319	114.805153	57381
58.349209	114.805145	57390
58.349136	114.805061	57397
58.348984	114.804932	57412
58.348976	114.804916	57414
58.348896	114.804787	57423
58.348835	114.80481	57428
58.34874	114.804726	57437
58.348633	114.804588	57450
58.348495	114.804626	57462
58.348347	114.804451	57477
58.348225	114.804329	57489
58.348164	114.804306	57494
58.348007	114.804146	57508
58.347992	114.804138	57510
58.347862	114.8041	57522
58.347755	114.803978	57534
58.34771	114.803947	57539
58.347683	114.803879	57543
58.347664	114.803795	57548
58.347614	114.803726	57556
58.347538	114.80365	57568
58.347469	114.80352	57580
58.347466	114.803528	57581
58.347393	114.803528	57588
58.347298	114.803528	57597
58.347271	114.803566	57600
58.347237	114.803558	57603
58.347149	114.803513	57614
58.347095	114.803474	57623
58.347057	114.803436	57627
58.347027	114.803329	57634
58.347	114.803299	57637
58.346954	114.8032	57647
58.346855	114.803215	57656
58.34676	114.803185	57665
58.346668	114.803101	57674
58.346634	114.803062	57678
58.346603	114.80307	57681
58.346531	114.802963	57693
58.346519	114.802963	57694
58.346439	114.803017	57701
58.346355	114.802956	57709
58.346325	114.802879	57714
58.346176	114.802765	57728
58.346073	114.802719	57741
58.346027	114.802704	57745
58.345982	114.802658	57751
58.345959	114.80265	57753
58.345947	114.802605	57755
58.345871	114.80249	57765
58.34581	114.802376	57773
58.345688	114.802315	57785
58.345676	114.802315	57786
58.345581	114.802254	57797
58.345509	114.80217	57809
58.34544	114.802063	57820
58.345291	114.802017	57833
58.345268	114.802002	57835
58.345238	114.801895	57840
58.345215	114.801857	57843
58.34515	114.801842	57850
58.3451	114.801842	57854
58.344952	114.80172	57868
58.344921	114.80175	57871
58.34478	114.801682	57884
58.344772	114.801682	57885
58.344734	114.801605	57891
58.344646	114.801529	57902
58.344624	114.801498	57905
58.344532	114.801353	57918
58.344505	114.801308	57922
58.344448	114.801208	57929
58.344402	114.801163	57934
58.344357	114.80117	57939
58.344318	114.801155	57944
58.344296	114.801155	57947
58.344162	114.801018	57960
58.344105	114.801064	57966
58.344036	114.800941	57979
58.344009	114.800896	57984
58.343952	114.800926	57989
58.343929	114.800865	57993
58.343929	114.800819	57995
58.343906	114.800766	57999
58.343845	114.800781	58004
58.343765	114.800697	58012
58.343723	114.800644	58016
58.343655	114.800514	58024
58.343529	114.800377	58036
58.343525	114.800362	58037
58.343456	114.800232	58045
58.343418	114.800255	58049
58.34341	114.800278	58051
58.343391	114.800285	58053
58.343327	114.800171	58063
58.343189	114.800179	58077
58.343113	114.800194	58089
58.343086	114.800125	58094
58.343006	114.800049	58102
58.342983	114.800041	58104
58.342934	114.799988	58110
58.342892	114.799988	58114
58.342789	114.79995	58123
58.342766	114.799889	58127
58.342751	114.799843	58131
58.342644	114.799797	58143
58.342579	114.799767	58151
58.342552	114.79969	58155
58.342533	114.799652	58158
58.342468	114.799606	58165
58.3424	114.799583	58172
58.342308	114.799561	58184
58.342262	114.799522	58191
58.342232	114.799545	58196
58.34211	114.799408	58209
58.342087	114.799377	58212
58.342052	114.799324	58217
58.341953	114.799332	58226
58.341866	114.799294	58235
58.341801	114.799217	58242
58.341736	114.799187	58249
58.341652	114.799171	58257
58.341637	114.799088	58261
58.341503	114.79892	58275
58.341446	114.798836	58282
58.341423	114.798843	58284
58.341373	114.798759	58293
58.341339	114.798752	58296
58.34129	114.79866	58302
58.341263	114.798645	58304
58.341145	114.798637	58315
58.341007	114.798615	58327
58.340981	114.798576	58330
58.340942	114.798401	58342
58.340885	114.798401	58349
58.340786	114.798401	58359
58.340759	114.798386	58363
58.340691	114.798286	58375
58.340649	114.798225	58385
58.340641	114.798233	58386
58.340588	114.798225	58391
58.340546	114.798172	58395
58.340511	114.798103	58400
58.340469	114.798088	58404
58.340427	114.798065	58408
58.340385	114.798042	58412
58.340298	114.797897	58426
58.340286	114.797905	58428
58.340179	114.797821	58443
58.340157	114.797775	58447
58.340088	114.797775	58459
58.34008	114.797768	58460
58.339989	114.797745	58470
58.339886	114.797722	58482
58.339863	114.797729	58491
58.339817	114.797623	58503
58.339802	114.797577	58507
58.339737	114.797485	58519
58.339642	114.797432	58532
58.339634	114.797424	58533
58.339592	114.797394	58537
58.339558	114.797401	58541
58.339489	114.797287	58553
58.339405	114.797188	58564
58.33939	114.797157	58569
58.339378	114.797119	58571
58.339294	114.797119	58579
58.339241	114.797112	58583
58.339211	114.797089	58586
58.339153	114.797119	58597
58.339108	114.79705	58608
58.3391	114.796974	58619
58.339043	114.796921	58632
58.338978	114.796875	58640
58.338963	114.796776	58645
58.338902	114.79673	58652
58.338882	114.796661	58664
58.338863	114.796654	58667
58.338806	114.796623	58672
58.338734	114.796623	58679
58.338684	114.796585	58686
58.338631	114.796501	58695
58.338551	114.796501	58707
58.33852	114.796516	58712
58.338432	114.796532	58720
58.338341	114.796333	58733
58.338264	114.796333	58743
58.338177	114.796349	58751
58.3381	114.796295	58765
58.338089	114.796188	58776
58.338062	114.79615	58786
58.338039	114.79612	58790
58.337982	114.796043	58802
58.337914	114.796036	58814
58.337875	114.796043	58820
58.33786	114.796089	58824
58.337811	114.796082	58828
58.337807	114.796043	58830
58.337795	114.795952	58844
58.337738	114.795937	58852
58.337723	114.795959	58854
58.337688	114.795845	58865
58.337612	114.795807	58875
58.337566	114.795753	58881
58.337528	114.795731	58887
58.337505	114.795715	58890
58.337425	114.79567	58902
58.337372	114.795647	58907
58.337318	114.795517	58919
58.337284	114.795525	58922
58.337234	114.795563	58931
58.337189	114.795494	58942
58.337193	114.795471	58947
58.337143	114.79541	58958
58.337132	114.795395	58960
58.337025	114.795372	58972
58.336948	114.795273	58985
58.336937	114.795258	58998
58.33691	114.795212	59013
58.336903	114.795082	59024
58.336891	114.795067	59026
58.336811	114.795006	59037
58.336689	114.794991	59052
58.336678	114.794998	59053
58.336636	114.795021	59057
58.336613	114.795029	59060
58.336525	114.794998	59070
58.33646	114.794876	59082
58.336452	114.794876	59083
58.336391	114.7948	59095
58.336349	114.794746	59107
58.336281	114.794701	59120
58.336258	114.794693	59122
58.336163	114.794647	59135
58.336166	114.794655	59147
58.33617	114.794662	59168
58.33617	114.794685	59201
58.336128	114.794518	59213
58.336121	114.794518	59214
58.336082	114.794365	59227
58.33601	114.794258	59241
58.335938	114.794373	59252
58.335922	114.794395	59255
58.335899	114.794235	59268
58.335854	114.794228	59272
58.335758	114.794159	59285
58.335743	114.794182	59287
58.335663	114.794235	59298
58.335602	114.794189	59308
58.335548	114.794144	59318
58.33551	114.79406	59329
58.335484	114.794029	59337
58.33543	114.794022	59344
58.335361	114.794022	59352
58.335339	114.7939	59361
58.335243	114.793823	59373
58.335217	114.79377	59377
58.335201	114.793716	59381
58.335091	114.793602	59394
58.335079	114.793587	59395
58.335052	114.793564	59399
58.334927	114.79351	59412
58.334866	114.793495	59423
58.33485	114.79348	59425
58.334759	114.793411	59438
58.334747	114.793411	59441
58.334698	114.793381	59447
58.334629	114.793251	59460
58.334576	114.793175	59469
58.334526	114.793159	59474
58.334381	114.793152	59490
58.334373	114.793121	59492
58.334312	114.793022	59504
58.33427	114.792992	59510
58.334194	114.792938	59522
58.334194	114.792938	59549
58.334194	114.792946	59552
58.334122	114.792923	59567
