1533081239727;0,0740
1533081241576;0,0759
1533081245137;0,0760
1533081247135;0,0835
1533081249136;0,0841
1533081251132;0,0884
1533081253131;0,0817
1533081255129;0,0769
1533081257318;0,0755
1533081259253;0,0705
1533081261247;0,0654
1533081263247;0,0658
1533081265246;0,0635
1533081267245;0,0636
1533081269231;0,0656
1533081271286;0,0717
1533081273237;0,0841
1533081275237;0,0851
1533081277237;0,0817
1533081279237;0,0750
1533081281234;0,0692
1533081283223;0,0735
1533081285276;0,0720
1533081287232;0,0755
1533081289218;0,0835
1533081291227;0,0851
1533081293224;0,0857
1533081295226;0,0862
1533081297228;0,0835
1533081299269;0,0841
1533081301210;0,0830
1533081303235;0,0748
1533081305222;0,0658
1533081307223;0,0643
1533081309215;0,0592
1533081311203;0,0621
1533081313263;0,0728
1533081315217;0,0787
1533081317213;0,0873
1533081319089;0,0824
1533081321198;0,0759
1533081323247;0,0733
1533081325207;0,0683
1533081327209;0,0666
1533081329208;0,0726
1533081331203;0,0731
1533081333209;0,0769
1533081335204;0,0811
1533081337247;0,0783
1533081339202;0,0759
1533081341197;0,0750
1533081343196;0,0724
1533081345199;0,0745
1533081347197;0,0769
1533081349193;0,0720
1533081351066;0,0755
1533081353065;0,0726
1533081355067;0,0696
1533081357234;0,0694
1533081359187;0,0750
1533081361175;0,0658
1533081363185;0,0692
1533081365184;0,0671
1533081367182;0,0644
1533081369225;0,0632
1533081371179;0,0696
1533081373176;0,0717
1533081375178;0,0857
1533081377174;0,0846
1533081379173;0,0830
1533081381173;0,0830
1533081383215;0,0802
1533081385178;0,0798
1533081387169;0,0798
1533081389167;0,0778
1533081391156;0,0759
1533081393166;0,0735
1533081395163;0,0764
1533081397207;0,0740
1533081399150;0,0764
1533081401161;0,0787
1533081403147;0,0764
1533081405161;0,0759
1533081407156;0,0707
1533081409154;0,0735
1533081411206;0,0713
1533081413152;0,0683
1533081415150;0,0720
1533081417150;0,0654
1533081419148;0,0679
1533081421043;0,0675
1533081423174;0,0716
1533081425157;0,0778
1533081427144;0,0774
1533081429146;0,0841
1533081431137;0,0788
1533081433141;0,0745
1533081435144;0,0764
1533081437180;0,0841
1533081439137;0,0822
1533081441012;0,0778
1533081443145;0,0755
1533081445134;0,0700
1533081447132;0,0745
1533081449177;0,0802
1533081451128;0,0868
1533081453129;0,0952
1533081455120;0,0862
1533081457125;0,0821
1533081459123;0,0817
1533081461120;0,0799
1533081463164;0,0922
1533081465119;0,0960
1533081467120;0,0976
1533081469115;0,0873
1533081471126;0,0802
1533081473120;0,0769
1533081475116;0,0724
1533081477161;0,0671
1533081479111;0,0658
1533081481112;0,0623
1533081483108;0,0628
1533081485096;0,0683
1533081487102;0,0671
1533081489108;0,0774
1533081491152;0,0755
1533081493106;0,0723
1533081495102;0,0806
1533081497102;0,0769
1533081499099;0,0804
1533081501096;0,0826
1533081503097;0,0764
1533081505143;0,0857
1533081507093;0,0854
1533081509099;0,0873
1533081511076;0,0879
1533081513089;0,0826
1533081515088;0,0862
1533081517090;0,0835
1533081519128;0,0879
1533081521083;0,0858
1533081523083;0,0774
1533081525083;0,0750
1533081527080;0,0726
1533081529081;0,0755
1533081531078;0,0726
1533081533122;0,0735
1533081535085;0,0709
1533081537073;0,0740
1533081539074;0,0745
1533081541072;0,0715
1533081543072;0,0740
1533081545113;0,0700
1533081547069;0,0694
1533081549069;0,0729
1533081551066;0,0683
1533081553065;0,0671
1533081555065;0,0696
1533081557062;0,0793
1533081559108;0,0873
1533081561061;0,0931
1533081563061;0,0879
1533081565059;0,0851
1533081567059;0,0906
1533081569049;0,0955
1533081571055;0,0911
1533081573099;0,0873
1533081575055;0,0764
1533081577050;0,0688
1533081579049;0,0720
1533081581047;0,0705
1533081583049;0,0684
